May Drug Tariff Part VIIIB,,,,,,,
,,,,,,,
VMP Snomed Code,VMPP Snomed Code,Medicine,Pack size,,Formulations,Spec Cont Ind,Basic Price
24510711000001108,24501011000001104,Tamsulosin 400micrograms/5ml oral solution,1,ml,"SF, STD, AF, LF",,27
24510711000001108,40454711000001100,Tamsulosin 400micrograms/5ml oral solution,100,ml,"SF, STD, AF, LF",,5723
32656511000001105,32507911000001102,Tamsulosin 400micrograms/5ml oral suspension,1,ml,"SF, STD, FF, AF",,1
32656511000001105,32508011000001100,Tamsulosin 400micrograms/5ml oral suspension,100,ml,"SF, STD, FF, AF",,8852
14017411000001101,13981711000001109,Terbinafine 250mg/5ml oral solution,1,ml,STD,,20
14017411000001101,44960011000001100,Terbinafine 250mg/5ml oral solution,70,ml,STD,,15246
14017511000001102,13981111000001108,Terbinafine 250mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,7
14017511000001102,21314011000001108,Terbinafine 250mg/5ml oral suspension,50,ml,"SF, STD, LF, CF, NSF, AF, FF",,3181
8725711000001107,8708511000001104,Tetrabenazine 12.5mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,2
8725711000001107,20160311000001100,Tetrabenazine 12.5mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,3446
8725611000001103,8709211000001107,Tetrabenazine 25mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,13
8725611000001103,23395711000001102,Tetrabenazine 25mg/5ml oral suspension,140,ml,"SF, STD, LF, CF, NSF, AF, FF",,3487
24595311000001101,24588111000001107,Theophylline 50mg/5ml oral solution,1,ml,"SF, STD, LF, AF, CF, FF, NSF, PF",,13
24595311000001101,35049711000001101,Theophylline 50mg/5ml oral solution,500,ml,"SF, STD, LF, AF, CF, FF, NSF, PF",,6701
35101211000001105,35049911000001104,Theophylline 50mg/5ml oral suspension,1,ml,"SF, STD, LF, AF, CF, FF, NSF, PF",,5
35101211000001105,35050011000001108,Theophylline 50mg/5ml oral suspension,500,ml,"SF, STD, LF, AF, CF, FF, NSF, PF",,4841
8724911000001105,8709811000001108,Thiamine 100mg/5ml oral solution,1,ml,"SF, STD, LF, AF, CF, FF, NSF",,9
8724911000001105,23397711000001108,Thiamine 100mg/5ml oral solution,100,ml,"SF, STD, LF, AF, CF, FF, NSF",,1643
8724811000001100,8710711000001105,Thiamine 100mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,18
8724811000001100,23397911000001105,Thiamine 100mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,2402
8724511000001103,8710811000001102,Thiamine 50mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,12
8724511000001103,20160511000001106,Thiamine 50mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,1718
8724411000001102,8711311000001101,Tizanidine 2mg/5ml oral solution,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,6
8724411000001102,21314611000001101,Tizanidine 2mg/5ml oral solution,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,1638
8724311000001109,8711611000001106,Tizanidine 2mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, FF, AF",,7
8724311000001109,21314811000001102,Tizanidine 2mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, FF, AF",,1825
14160511000001109,14077511000001106,Tolterodine 2mg/5ml oral suspension,1,ml,"SF, STD, NSF, AF, LF, FF, CF, PF",,6
14160511000001109,22251711000001105,Tolterodine 2mg/5ml oral suspension,100,ml,"SF, STD, NSF, AF, LF, FF, CF, PF",,4454
8723911000001108,8713211000001108,Topiramate 25mg/5ml oral suspension,1,ml,"SF, LF, CF, NSF, STD, AF, FF",,10
8723911000001108,19600911000001101,Topiramate 25mg/5ml oral suspension,100,ml,"SF, LF, CF, NSF, STD, AF, FF",,1164
8723311000001107,8712811000001101,Tranexamic acid 250mg/5ml oral suspension,1,ml,"SF, STD, LF, AF, CF, FF, NSF",,17
8723311000001107,32927711000001100,Tranexamic acid 250mg/5ml oral suspension,60,ml,"SF, STD, LF, AF, CF, FF, NSF",,6126
8967911000001100,8908811000001108,Tranexamic acid 5% mouthwash,1,ml,"SF, STD, LF, CF, NSF, AF, FF",,2
8967911000001100,21499211000001106,Tranexamic acid 5% mouthwash,100,ml,"SF, STD, LF, CF, NSF, AF, FF",,2645
8723011000001109,8714011000001101,Tranexamic acid 500mg/5ml oral solution,1,ml,"SF, STD, LF, NSF, FF, AF, CF",,9
8723011000001109,20465311000001106,Tranexamic acid 500mg/5ml oral solution,100,ml,"SF, STD, LF, NSF, FF, AF, CF",,2515
8722811000001106,8714811000001107,Tranexamic acid 500mg/5ml oral suspension,1,ml,"SF, STD, NSF, AF, LF, CF, FF",,11
8722811000001106,22251911000001107,Tranexamic acid 500mg/5ml oral suspension,100,ml,"SF, STD, NSF, AF, LF, CF, FF",,2774
41749111000001100,1101511000001107,Triamcinolone 0.1% oromucosal paste,5,gram,"STD, PF",Special container,2675
21270411000001105,21270511000001109,Tricitrates oral solution,1,ml,"SF, STD, CF",,11
21270411000001105,21270611000001108,Tricitrates oral solution,500,ml,"SF, STD, CF",,5734
8799211000001109,8729511000001104,Trihexyphenidyl 2mg/5ml oral solution,1,ml,"SF, STD, LF, NSF, CF",,9
8799211000001109,23398111000001108,Trihexyphenidyl 2mg/5ml oral solution,200,ml,"SF, STD, LF, NSF, CF",,2621
8799311000001101,8730711000001104,Trihexyphenidyl 2mg/5ml oral suspension,1,ml,"SF, STD, AF, LF, FF, CF",,1
8799311000001101,40454911000001103,Trihexyphenidyl 2mg/5ml oral suspension,300,ml,"SF, STD, AF, LF, FF, CF",,30277
14612511000001107,14977611000001103,Zinc and Salicylic acid paste,1,gram,"STD, AF",,11
14612511000001107,27901411000001107,Zinc and Salicylic acid paste,100,gram,"STD, AF",,2695
17663411000001107,17656511000001109,Zinc oxide 15% and Ichthammol 1% in Yellow soft paraffin,1,gram,STD,,5
17663411000001107,30854511000001100,Zinc oxide 15% and Ichthammol 1% in Yellow soft paraffin,200,gram,STD,,2132
19609611000001101,19608611000001105,Zopiclone 3.75mg/5ml oral solution,1,ml,"SF, LF, CF, STD, AF, NSF, FF",,9
19609611000001101,19608711000001101,Zopiclone 3.75mg/5ml oral solution,150,ml,"SF, LF, CF, STD, AF, NSF, FF",,2487
8799011000001104,8733111000001107,Zopiclone 3.75mg/5ml oral suspension,1,ml,"SF, LF, CF, NSF, STD, AF, FF, PF",,2
8799011000001104,19601211000001104,Zopiclone 3.75mg/5ml oral suspension,100,ml,"SF, LF, CF, NSF, STD, AF, FF, PF",,2326
24510911000001105,24441011000001102,Zopiclone 7.5mg/5ml oral solution,1,ml,"SF, STD, LF, CF, AF, FF",,1
24510911000001105,24441111000001101,Zopiclone 7.5mg/5ml oral solution,100,ml,"SF, STD, LF, CF, AF, FF",,2895
8798911000001108,8734311000001106,Zopiclone 7.5mg/5ml oral suspension,1,ml,"SF, STD, LF, CF, NSF, AF",,1
8798911000001108,23398911000001106,Zopiclone 7.5mg/5ml oral suspension,100,ml,"SF, STD, LF, CF, NSF, AF",,4235
